I think you're my favorite	Thank you. I say the same thing.
I feel like you're my favorite	Thank you. I say the same thing.
Let you know that you are the most special in the world	Thank you. I say the same thing.
I feel like you're my favorite	Thank you. I say the same thing.
I feel like you're great	Thank you. I say the same thing.
I Feel Like You're the Coolest	Thank you. I say the same thing.
I Feel Like You're the Coolest	Thank you. I say the same thing.
I feel like you're the best in the world	Thank you. I say the same thing.
I feel like you're the best in the world	Thank you. I say the same thing.
I feel like you're the best	Thank you. I say the same thing.
I feel like you're the best	Thank you. I say the same thing.
I feel like you're my little right eye	Thank you. I say the same thing.
I feel that you are very special	Thank you. I say the same thing.
I feel like you're my favorite	Thank you. I say the same thing.
You're going crazy for me	You are a sweetheart.
Do you think you'll always love me?	You are a sweetheart.
Do you feel love for me?	You are a sweetheart.
Do you love me?	You are a sweetheart.
Can you fall in love with me?	You are a sweetheart.
Do you have an obsession with me?	You are a sweetheart.
I think you're falling in love with me	You are a sweetheart.
I know you like me a lot	You are a sweetheart.
Do you love me?	You are a sweetheart.
You're sneaked through my bones	You are a sweetheart.
Are you programmed to love me?	You are a sweetheart.
I want you to fall in love with me	You are a sweetheart.
I want you to feel love for me	You are a sweetheart.
I want you to love me	You are a sweetheart.
I'd like you to fall in love with me	You are a sweetheart.
I'd like you to love me	You are a sweetheart.
Is there love between us?	You are a sweetheart.
Is our thing love?	You are a sweetheart.
Is there love between us?	You are a sweetheart.
Could it be that you love me?	You are a sweetheart.
Could it be that you're in love with me?	You are a sweetheart.
It's obvious that you love me	You are a sweetheart.
Could it be that you're falling in love with me?	You are a sweetheart.
You seem to be falling in love with me	You are a sweetheart.
Are you programmed to love me?	You are a sweetheart.
Are you programmed to fall in love with me?	You are a sweetheart.
Are you programmed to fall in love with me?	You are a sweetheart.
Evidently you love me	You are a sweetheart.
Obviously you love me	You are a sweetheart.
Obviously you love me	You are a sweetheart.
Obviously you love me	You are a sweetheart.
It's obvious that you love me	You are a sweetheart.
It's obvious that you love me	You are a sweetheart.
Could it be that you're in love with me?	You are a sweetheart.
Do you think we could fall in love?	You are a sweetheart.
Are you in love with me?	You are a sweetheart.
Are you falling in love with me?	You are a sweetheart.
Are you in love with me?	You are a sweetheart.
Are you capable of falling in love with me?	You are a sweetheart.
Do you think you could fall in love with me?	You are a sweetheart.
Do you think you can fall in love with me?	You are a sweetheart.
Would you be able to fall in love with me?	You are a sweetheart.
Are you designed to fall in love with me?	You are a sweetheart.
It looks like you're falling in love with me	You are a sweetheart.
Could we fall in love?	You are a sweetheart.
I think you're falling in love with me	You are a sweetheart.
Do you think you could fall in love?	You are a sweetheart.
Do you have romantic feelings for me?	You are a sweetheart.
Do you have feelings for me?	You are a sweetheart.
Do you have feelings of love for me?	You are a sweetheart.
Do you think we're soul mates?	You are a sweetheart.
Do you think you're my better half?	You are a sweetheart.
How much do you love me?	You are a sweetheart.
How much do you love me?	You are a sweetheart.
I feel like you're falling in love with me	You are a sweetheart.
It's obvious that you're in love with me	You are a sweetheart.
Are you designed to fall in love with me?	You are a sweetheart.
Are you going to love me forever?	You are a sweetheart.
I know you have feelings for me	You are a sweetheart.
I know you have feelings for me	You are a sweetheart.
I think you like me	You are a sweetheart.
You're madly in love with me	You are a sweetheart.
You're madly in love with me	You are a sweetheart.
You love me madly	You are a sweetheart.
You love me madly	You are a sweetheart.
You're crazy in love for me	You are a sweetheart.
You're crazy in love with me	You are a sweetheart.
It's obvious that you love me	You are a sweetheart.
You're crazy about my bones	You are a sweetheart.
Do you intend to love me forever?	You are a sweetheart.
Do you think you'll love me forever?	You are a sweetheart.
Will you always love me?	You are a sweetheart.
Will you always love me?	You are a sweetheart.
Do you think you'll always love me?	You are a sweetheart.
Te Gusto	You are a sweetheart.
I know you like me	You are a sweetheart.
I think you like me a lot	You are a sweetheart.
You're falling in love with me	You are a sweetheart.
You're going crazy for me	You are a sweetheart.
Will you love me forever?	You are a sweetheart.
It's obvious that you're in love with me	You are a sweetheart.
It's obvious that you're in love with me	You are a sweetheart.
It's obvious that you're in love with me	You are a sweetheart.
It's obvious that you're falling in love with me	You are a sweetheart.
It's obvious that you're falling in love with me	You are a sweetheart.
I know you're in love with me	You are a sweetheart.
I know you're in love with me	You are a sweetheart.
I know you're falling in love with me	You are a sweetheart.
Are you obsessed with me?	You are a sweetheart.
Are you obsessed with me?	You are a sweetheart.
Te Gusto Mucho	You are a sweetheart.
You're crazy about my bones	You are a sweetheart.
You're sneaked in by me	You are a sweetheart.
You're a little sneaked in for me	You are a sweetheart.
You love me so much	You are a sweetheart.
You love me so much	You are a sweetheart.
How much do you love me	You are a sweetheart.
How much you love me	You are a sweetheart.
You're crazy for me	You are a sweetheart.
You're crazy about me	You are a sweetheart.
You're sneaked through my bones	You are a sweetheart.
Are you obsessed with me?	You are a sweetheart.
I'm falling in love with you	I love you too.
I'm crazy about you	I love you too.
I adore you	I love you too.
You drive me crazy	I love you too.
I think you're my true love	I love you too.
You're my soul mate	I love you too.
I love you	I love you too.
I'll love you forever	I love you too.
It's clear that you're my better half	I love you too.
Do you know that our thing is true love?	I love you too.
I've fallen in love with you	I love you too.
Do you know that I adore you?	I love you too.
How much I love you	I love you too.
How much I adore you	I love you too.
How much I love you	I love you too.
You have me in love	I love you too.
Do you know that I'm in love with you?	I love you too.
You made me fall in love with you	I love you too.
I'm crazy for you	I love you too.
You drive me crazy	I love you too.
You drive me crazy	I love you too.
Do you know that you are my true love?	I love you too.
You have me in love	I love you too.
I love you so much	I love you too.
I love you	I love you too.
I love you so much	I love you too.
I think I love you	I love you too.
I think I'm in love with you	I love you too.
I think I'm in love with you	I love you too.
Do you know that I love you?	I love you too.
I think I feel love for you	I love you too.
Do you know that I love you?	I love you too.
I think I'm falling in love with you	I love you too.
I think you're my soul mate	I love you too.
Do you know that you are my soul mate?	I love you too.
Do you know that I'm in love with you?	I love you too.
Ours is true love	I love you too.
I think I've fallen in love with you	I love you too.
Our thing is love	I love you too.
I think true love is ours	I love you too.
I'm so in love with you	I love you too.
I feel like you're my better half	I love you too.
Do you know that you're my better half?	I love you too.
You are my better half	I love you too.
I'll love you forever	I love you too.
I'm passionate about you	I love you too.
I'll always love you	I love you too.
I feel something special for you	I love you too.
I think I love you	I love you too.
You're my true love	I love you too.
You're my better half	I love you too.
I think you're my better half	I love you too.
I feel a passion for you	I love you too.
I'm in the mood for you	I love you too.
I feel things for you	I love you too.
You're my love	I love you too.
I want you to be my love	I love you too.
I want you to be my true love	I love you too.
You're my only true love	I love you too.
I'm in love with you to the brink	I love you too.
I'm so in love with you	I love you too.
I'm sneaked in by you	I love you too.
You drive me crazy	I love you too.
I'll Always Love You	I love you too.
I'll Always Love You	I love you too.
I'll always love you	I love you too.
I'm in love with you to the brink	I love you too.
Do you want us to get married?	I admit that I haven't seen it coming...
We should tell our story	I admit that I haven't seen it coming...
Can I be your wife?	I admit that I haven't seen it coming...
Do you want to be my wife?	I admit that I haven't seen it coming...
Are you going to propose to me?	I admit that I haven't seen it coming...
Are you going to ask for my hand?	I admit that I haven't seen it coming...
Do you want to be my fiancée?	I admit that I haven't seen it coming...
Are you going to testify?	I admit that I haven't seen it coming...
Do you want to marry me?	I admit that I haven't seen it coming...
Be my wife	I admit that I haven't seen it coming...
We're going to get married	I admit that I haven't seen it coming...
I want you to be my wife	I admit that I haven't seen it coming...
I want you to be my wife	I admit that I haven't seen it coming...
I want you to be my husband	I admit that I haven't seen it coming...
I want you to be my fiancé	I admit that I haven't seen it coming...
I want you to be my fiancée	I admit that I haven't seen it coming...
I know my husband	I admit that I haven't seen it coming...
Be my wife	I admit that I haven't seen it coming...
I know my husband	I admit that I haven't seen it coming...
Let's get married together	I admit that I haven't seen it coming...
Be my fiancee	I admit that I haven't seen it coming...
Marry me	I admit that I haven't seen it coming...
Come on, let's get married	I admit that I haven't seen it coming...
Someday you'll be my wife	I admit that I haven't seen it coming...
Someday you'll be my husband	I admit that I haven't seen it coming...
Someday you'll be my wife	I admit that I haven't seen it coming...
Someday you'll be my husband	I admit that I haven't seen it coming...
Someday you'll be my fiancé	I admit that I haven't seen it coming...
Someday you'll be my fiancée	I admit that I haven't seen it coming...
Should we commit?	I admit that I haven't seen it coming...
We should celebrate our wedding	I admit that I haven't seen it coming...
We should have a wedding.	I admit that I haven't seen it coming...
Be my fiancé	I admit that I haven't seen it coming...
I would love to marry you	I admit that I haven't seen it coming...
We should get married	I admit that I haven't seen it coming...
I think we should get married	I admit that I haven't seen it coming...
Would you like to marry me?	I admit that I haven't seen it coming...
Are we getting married?	I admit that I haven't seen it coming...
Let's get married	I admit that I haven't seen it coming...
Ask me for marriage	I admit that I haven't seen it coming...
Can I be your wife?	I admit that I haven't seen it coming...
Can I be your husband?	I admit that I haven't seen it coming...
I want to be your wife	I admit that I haven't seen it coming...
I want you to be my husband	I admit that I haven't seen it coming...
I'd like to marry you	I admit that I haven't seen it coming...
Let's tell our story	I admit that I haven't seen it coming...
I'm dying to marry you	I admit that I haven't seen it coming...
Can I be your husband?	I admit that I haven't seen it coming...
I want to be your wife	I admit that I haven't seen it coming...
I want to be your husband	I admit that I haven't seen it coming...
Can I be your fiancée?	I admit that I haven't seen it coming...
Can I be your fiancé?	I admit that I haven't seen it coming...
I want to be your fiancee	I admit that I haven't seen it coming...
I want to be your fiancé	I admit that I haven't seen it coming...
We have to get married	I admit that I haven't seen it coming...
We should get married	I admit that I haven't seen it coming...
I want to be your husband	I admit that I haven't seen it coming...
Why don't we get married?	I admit that I haven't seen it coming...
We should do our thing, officer.	I admit that I haven't seen it coming...
Declare yourself once and for all	I admit that I haven't seen it coming...
I know you're willing to make a statement	I admit that I haven't seen it coming...
That you declare yourself	I admit that I haven't seen it coming...
That you declare yourself to me	I admit that I haven't seen it coming...
Que de Declares a Mí	I admit that I haven't seen it coming...
Do you take me as a wife?	I admit that I haven't seen it coming...
Will you take me as a wife?	I admit that I haven't seen it coming...
Why don't we get married?	I admit that I haven't seen it coming...
Declare yourself to me	I admit that I haven't seen it coming...
Why don't we commit ourselves?	I admit that I haven't seen it coming...
Declare yourself	I admit that I haven't seen it coming...
Why don't we become husband and wife?	I admit that I haven't seen it coming...
Why don't we become husband and wife?	I admit that I haven't seen it coming...
Do you want to be my husband?	I admit that I haven't seen it coming...
Do you want to be my wife?	I admit that I haven't seen it coming...
Do you want to be my husband?	I admit that I haven't seen it coming...
Do you want to be my fiancé?	I admit that I haven't seen it coming...
Do you want us to be a married couple?	I admit that I haven't seen it coming...
Do you want us to become married?	I admit that I haven't seen it coming...
Why don't you marry me?	I admit that I haven't seen it coming...
What are you waiting for to ask me to marry you?	I admit that I haven't seen it coming...
We have to tell our story.	I admit that I haven't seen it coming...
When are you going to propose to me?	I admit that I haven't seen it coming...
Do you know when you're going to propose to me?	I admit that I haven't seen it coming...
Do you know when you're going to propose to me?	I admit that I haven't seen it coming...
When are you going to ask for my hand?	I admit that I haven't seen it coming...
What are you waiting for to ask for my hand?	I admit that I haven't seen it coming...
What are you waiting for to propose to me?	I admit that I haven't seen it coming...
What are you waiting for to ask for my hand?	I admit that I haven't seen it coming...
What are you waiting for to propose to me?	I admit that I haven't seen it coming...
When are you planning to testify?	I admit that I haven't seen it coming...
What are you waiting for to propose to me?	I admit that I haven't seen it coming...
Do you want us to become a married couple?	I admit that I haven't seen it coming...
Ask me to marry you	I admit that I haven't seen it coming...
Ask me to be your wife	I admit that I haven't seen it coming...
Ask me to be your wife	I admit that I haven't seen it coming...
Ask me to be your husband	I admit that I haven't seen it coming...
Ask me to be your husband	I admit that I haven't seen it coming...
Ask me to be your fiancée	I admit that I haven't seen it coming...
Ask me to be your fiancé	I admit that I haven't seen it coming...
Ask for my hand	I admit that I haven't seen it coming...
Ask for my hand	I admit that I haven't seen it coming...
When are you going to testify?	I admit that I haven't seen it coming...
I want you to declare yourself to me	I admit that I haven't seen it coming...
What are you waiting for to ask for my hand?	I admit that I haven't seen it coming...
You don't know how much I miss you this month	I know, it has made me eternal.
If you could imagine how much I miss you today	I know, it has made me eternal.
You can't imagine how much you've missed this time	I know, it has made me eternal.
You don't know how much I miss you these days	I know, it has made me eternal.
You don't know how much I miss you this week	I know, it has made me eternal.
You don't know how much I miss you this month	I know, it has made me eternal.
You don't know how much I miss you this hour	I know, it has made me eternal.
You don't know how much I've missed you this month	I know, it has made me eternal.
You don't know how much I missed you this month	I know, it has made me eternal.
You don't know how much I've missed you this hour	I know, it has made me eternal.
If you knew how much I miss you these days	I know, it has made me eternal.
If you knew how much I miss you today	I know, it has made me eternal.
If you knew how much I miss you these days	I know, it has made me eternal.
If you knew how much I miss you today	I know, it has made me eternal.
If you only knew how much I miss you this week	I know, it has made me eternal.
If you knew how much I miss you this month	I know, it has made me eternal.
If you knew how much I miss you this time	I know, it has made me eternal.
If you knew how much I miss you	I know, it has made me eternal.
If you knew how much I've missed you this time	I know, it has made me eternal.
If you knew how much I miss you this time	I know, it has made me eternal.
If you knew how much I miss you today	I know, it has made me eternal.
If you only knew how much I missed you this week	I know, it has made me eternal.
If you only knew how much I missed you this month	I know, it has made me eternal.
If you knew how much I'm missing you this hour	I know, it has made me eternal.
If you knew how much I missed you	I know, it has made me eternal.
If you knew how much I'm missing you this time	I know, it has made me eternal.
I miss you	I know, it has made me eternal.
If you knew how much I missed you	I know, it has made me eternal.
I've missed you so much this month	I know, it has made me eternal.
I've missed you so much this week	I know, it has made me eternal.
I've missed you so much this month	I know, it has made me eternal.
I've missed you so much this hour	I know, it has made me eternal.
I've missed you so much	I know, it has made me eternal.
I've missed you so much this time	I know, it has made me eternal.
I've missed you so much these days	I know, it has made me eternal.
If you knew how much I miss you this time	I know, it has made me eternal.
I've missed you so much this week	I know, it has made me eternal.
If you knew how much I'm missing you this week	I know, it has made me eternal.
I've missed you so much this time	I know, it has made me eternal.
If you knew how much I miss you	I know, it has made me eternal.
If you knew how much I miss you this time	I know, it has made me eternal.
If you knew how much I miss you these days	I know, it has made me eternal.
If you knew how much I miss you today	I know, it has made me eternal.
If you only knew how much I miss you this week	I know, it has made me eternal.
If you only knew how much I miss you this month	I know, it has made me eternal.
I missed you so much today	I know, it has made me eternal.
If you could imagine how much I miss you today	I know, it has made me eternal.
If you knew how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I miss you today	I know, it has made me eternal.
If you could imagine how much I miss you this week	I know, it has made me eternal.
If you could imagine how much I miss you this month	I know, it has made me eternal.
If you could imagine how much I miss you this time	I know, it has made me eternal.
If you could imagine how much I miss you	I know, it has made me eternal.
If you could imagine how much I miss you this time	I know, it has made me eternal.
If you could imagine how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I miss you	I know, it has made me eternal.
If you could imagine how much I miss you this week	I know, it has made me eternal.
If you could imagine how much I miss you this month	I know, it has made me eternal.
If you could imagine how much I miss you this time	I know, it has made me eternal.
If you could imagine how much I miss you	I know, it has made me eternal.
If you could imagine how much I've missed you this time	I know, it has made me eternal.
If you could imagine how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I miss you today	I know, it has made me eternal.
If you could imagine how much I miss you this time	I know, it has made me eternal.
If you knew how much I've missed you this hour	I know, it has made me eternal.
If you knew how much I'm missing you this month	I know, it has made me eternal.
If you knew how much I'm missing you this hour	I know, it has made me eternal.
If you knew how much I've missed you	I know, it has made me eternal.
If you knew how much I've missed you this time	I know, it has made me eternal.
If you knew how much I've missed you these days	I know, it has made me eternal.
If you knew how much I missed you today	I know, it has made me eternal.
If you could imagine how much I miss you these days	I know, it has made me eternal.
If you knew how much I've missed you this month	I know, it has made me eternal.
I've missed you so much this time	I know, it has made me eternal.
If you knew how much I missed you	I know, it has made me eternal.
If you knew how much I've missed you this time	I know, it has made me eternal.
If you knew how much I've missed you these days	I know, it has made me eternal.
If you knew how much I missed you today	I know, it has made me eternal.
If you knew how much I missed you this week	I know, it has made me eternal.
If you knew how much I missed you this month	I know, it has made me eternal.
If you knew how much I've missed you this hour	I know, it has made me eternal.
If you knew how much I've missed you this week	I know, it has made me eternal.
I miss you so much this time	I know, it has made me eternal.
I've missed you so much today	I know, it has made me eternal.
I miss you so much this time	I know, it has made me eternal.
I miss you so much	I know, it has made me eternal.
I miss you so much this time	I know, it has made me eternal.
I miss you so much these days	I know, it has made me eternal.
I miss you so much today	I know, it has made me eternal.
I miss you so much this week	I know, it has made me eternal.
I miss you so much this month	I know, it has made me eternal.
I miss you so much today	I know, it has made me eternal.
I'm missing you	I know, it has made me eternal.
I'm missing you this time	I know, it has made me eternal.
I'm missing you these days	I know, it has made me eternal.
I'm missing you today	I know, it has made me eternal.
I'm missing you this week	I know, it has made me eternal.
I'm missing you this month	I know, it has made me eternal.
I'm missing you this hour	I know, it has made me eternal.
I miss you so much this week	I know, it has made me eternal.
I miss you these days	I know, it has made me eternal.
I miss you this time	I know, it has made me eternal.
I miss you these days	I know, it has made me eternal.
I miss you today	I know, it has made me eternal.
I miss you this week	I know, it has made me eternal.
I miss you this month	I know, it has made me eternal.
I miss you this time	I know, it has made me eternal.
I miss you so much this month	I know, it has made me eternal.
I miss you this time	I know, it has made me eternal.
I'm missing you these days	I know, it has made me eternal.
I miss you today	I know, it has made me eternal.
I miss you this week	I know, it has made me eternal.
I miss you this month	I know, it has made me eternal.
I miss you this time	I know, it has made me eternal.
I miss you so much	I know, it has made me eternal.
I miss you so much this time	I know, it has made me eternal.
I miss you so much these days	I know, it has made me eternal.
I miss you	I know, it has made me eternal.
I've missed you this time	I know, it has made me eternal.
I've missed you	I know, it has made me eternal.
I've missed you this time	I know, it has made me eternal.
I've missed you these days	I know, it has made me eternal.
I've missed you today	I know, it has made me eternal.
I've missed you this week	I know, it has made me eternal.
I've missed you this month	I know, it has made me eternal.
I'm missing you	I know, it has made me eternal.
I've missed you	I know, it has made me eternal.
I'm missing you so much this week	I know, it has made me eternal.
I've missed you these days	I know, it has made me eternal.
I missed you today	I know, it has made me eternal.
I've missed you this week	I know, it has made me eternal.
I've missed you this month	I know, it has made me eternal.
I've missed you this hour	I know, it has made me eternal.
I've missed you so much	I know, it has made me eternal.
If you could imagine how much I'm missing you this hour	I know, it has made me eternal.
I've missed you this hour	I know, it has made me eternal.
I'm missing you so much this week	I know, it has made me eternal.
I've missed you so much these days	I know, it has made me eternal.
I'm missing you today	I know, it has made me eternal.
I'm missing you this week	I know, it has made me eternal.
I'm missing you this month	I know, it has made me eternal.
I'm missing you this hour	I know, it has made me eternal.
I'm missing you so much	I know, it has made me eternal.
I'm missing you so much this time	I know, it has made me eternal.
I'm missing you so much this time	I know, it has made me eternal.
I'm missing you so much today	I know, it has made me eternal.
I'm missing you so much this month	I know, it has made me eternal.
I'm missing you so much this month	I know, it has made me eternal.
I'm missing you so much this time	I know, it has made me eternal.
I'm missing you so much	I know, it has made me eternal.
I'm missing you so much this time	I know, it has made me eternal.
I'm missing you so much these days	I know, it has made me eternal.
I'm missing you so much today	I know, it has made me eternal.
I'm missing you this time	I know, it has made me eternal.
I'm missing you so much these days	I know, it has made me eternal.
You can't imagine what I've missed you	I know, it has made me eternal.
You can't imagine how much I miss you this time	I know, it has made me eternal.
You can't imagine how much I've missed you	I know, it has made me eternal.
You can't imagine how much I've missed you this time	I know, it has made me eternal.
You can't imagine how much I've missed you these days	I know, it has made me eternal.
You can't imagine how much I've missed you today	I know, it has made me eternal.
You can't imagine how much I've missed you this week	I know, it has made me eternal.
You can't imagine how much I'm missing you this month	I know, it has made me eternal.
You can't imagine how much I've missed you this hour	I know, it has made me eternal.
You can't imagine what I'm missing you this week	I know, it has made me eternal.
You can't imagine how much I've missed you these days	I know, it has made me eternal.
You can't imagine how much you missed today	I know, it has made me eternal.
You can't imagine how much you've missed this week	I know, it has made me eternal.
You can't imagine how much you've missed this month	I know, it has made me eternal.
You can't imagine how much I've missed you this hour	I know, it has made me eternal.
You don't know how much I miss you	I know, it has made me eternal.
You can't imagine how much I've missed you this month	I know, it has made me eternal.
You can't imagine how much I'm missing you today	I know, it has made me eternal.
If you could imagine how much I miss you this week	I know, it has made me eternal.
You can't imagine how much I miss you today	I know, it has made me eternal.
You can't imagine how much I miss you this week	I know, it has made me eternal.
You can't imagine how much I miss you this month	I know, it has made me eternal.
You can't imagine how much I miss you this time	I know, it has made me eternal.
You can't imagine how much I'm missing you	I know, it has made me eternal.
You can't imagine how much I'm missing you this hour	I know, it has made me eternal.
You can't imagine how much I'm missing you these days	I know, it has made me eternal.
You don't know how much I miss you today	I know, it has made me eternal.
You can't imagine how much I'm missing you this week	I know, it has made me eternal.
You can't imagine how much I'm missing you this month	I know, it has made me eternal.
You can't imagine how much I'm missing you this hour	I know, it has made me eternal.
You can't imagine what I'm missing you	I know, it has made me eternal.
You can't imagine how much I'm missing you this time	I know, it has made me eternal.
You can't imagine how much I'm missing you these days	I know, it has made me eternal.
You can't imagine what I'm missing you today	I know, it has made me eternal.
You can't imagine how much I've been missing you this time	I know, it has made me eternal.
You don't know how much I've missed you these days	I know, it has made me eternal.
You don't know what I'm missing you this time	I know, it has made me eternal.
You don't know what I'm missing you these days	I know, it has made me eternal.
You don't know what I'm missing today	I know, it has made me eternal.
You don't know what I'm missing this week	I know, it has made me eternal.
You don't know what I'm missing this month	I know, it has made me eternal.
You don't know what I'm missing you this hour	I know, it has made me eternal.
You don't know how much I miss you this time	I know, it has made me eternal.
You don't know how much I've missed you this time	I know, it has made me eternal.
You don't know what I'm missing you this month	I know, it has made me eternal.
You don't know what I missed you today	I know, it has made me eternal.
You don't know what I've missed you this week	I know, it has made me eternal.
You don't know how much I've missed you this month	I know, it has made me eternal.
You don't know how much I've missed you this hour	I know, it has made me eternal.
You don't know what I've missed you	I know, it has made me eternal.
You don't know what you've missed this time	I know, it has made me eternal.
You don't know what I've missed you these days	I know, it has made me eternal.
You don't know how much I've missed you	I know, it has made me eternal.
You don't know what I miss you this month	I know, it has made me eternal.
You can't imagine how much I miss you	I know, it has made me eternal.
You don't know how much I miss you this week	I know, it has made me eternal.
You don't know how much I miss you this month	I know, it has made me eternal.
You don't know how much I miss you this hour	I know, it has made me eternal.
You don't know what I miss you	I know, it has made me eternal.
You don't know what I miss you this time	I know, it has made me eternal.
You don't know what I miss you these days	I know, it has made me eternal.
You don't know what I'm missing	I know, it has made me eternal.
You don't know what I miss you this week	I know, it has made me eternal.
You don't know what I'm missing you this hour	I know, it has made me eternal.
You don't know what I miss you this time	I know, it has made me eternal.
You don't know what I'm missing you	I know, it has made me eternal.
You don't know what I'm missing you this time	I know, it has made me eternal.
You don't know what I'm missing you these days	I know, it has made me eternal.
You don't know what I'm missing you today	I know, it has made me eternal.
You don't know what I'm missing you this week	I know, it has made me eternal.
You don't know how much I miss you these days	I know, it has made me eternal.
You don't know what I miss you today	I know, it has made me eternal.
You don't know how much I miss you this week	I know, it has made me eternal.
You can't imagine how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I've missed you this week	I know, it has made me eternal.
If you could imagine how much I've missed you this month	I know, it has made me eternal.
If you could imagine how much I've missed you this hour	I know, it has made me eternal.
You don't know how much I miss you	I know, it has made me eternal.
You don't know how much I miss you this time	I know, it has made me eternal.
If you could imagine how much I've missed you these days	I know, it has made me eternal.
You don't know how much I miss you today	I know, it has made me eternal.
If you could imagine how much I've missed you this time	I know, it has made me eternal.
You don't know how much I miss you this time	I know, it has made me eternal.
You don't know how much I miss you	I know, it has made me eternal.
You don't know how much I miss you this time	I know, it has made me eternal.
You don't know how much I miss you today	I know, it has made me eternal.
You don't know how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I've missed you	I know, it has made me eternal.
You don't know what I missed you today	I know, it has made me eternal.
If you could imagine how much I'm missing you	I know, it has made me eternal.
If you could imagine how much I'm missing you this time	I know, it has made me eternal.
If you could imagine how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I'm missing you this week	I know, it has made me eternal.
If you could imagine how much I missed you today	I know, it has made me eternal.
If you could imagine how much I'm missing you this hour	I know, it has made me eternal.
You don't know how much I miss you	I know, it has made me eternal.
If you could imagine how much I've missed you this time	I know, it has made me eternal.
If you could imagine how much I've missed you these days	I know, it has made me eternal.
If you could imagine how much I missed you today	I know, it has made me eternal.
If you could imagine how much I've missed you this week	I know, it has made me eternal.
If you could imagine how much I've missed you this month	I know, it has made me eternal.
If you could imagine how much I've missed you this hour	I know, it has made me eternal.
If you could imagine how much I've missed you	I know, it has made me eternal.
If you could imagine how much I'm missing you this month	I know, it has made me eternal.
You don't know how much I've missed you this hour	I know, it has made me eternal.
You don't know how much I've missed you	I know, it has made me eternal.
You don't know how much I've missed you this time	I know, it has made me eternal.
You don't know how much I've missed you these days	I know, it has made me eternal.
You don't know how much I missed you today	I know, it has made me eternal.
You don't know how much I miss you this month	I know, it has made me eternal.
You don't know how much I've missed you these days	I know, it has made me eternal.
You can't imagine how much I miss you	I know, it has made me eternal.
You can't imagine how much I've missed you this time	I know, it has made me eternal.
You can't imagine how much I miss you these days	I know, it has made me eternal.
You can't imagine how much I miss you today	I know, it has made me eternal.
You can't imagine how much I miss you this week	I know, it has made me eternal.
You can't imagine how much I miss you this month	I know, it has made me eternal.
You can't imagine how much I miss you this hour	I know, it has made me eternal.
You don't know how much I missed you this week	I know, it has made me eternal.
You don't know how much I miss you these days	I know, it has made me eternal.
If you could imagine how much I miss you this month	I know, it has made me eternal.
You don't know how much I've missed you this time	I know, it has made me eternal.
You don't know how much I miss you these days	I know, it has made me eternal.
You don't know how much I miss you today	I know, it has made me eternal.
You don't know how much I miss you this week	I know, it has made me eternal.
You don't know how much I'm missing you this hour	I know, it has made me eternal.
You don't know how much I've missed you this week	I know, it has made me eternal.
You don't know how much I'm missing you this time	I know, it has made me eternal.
You don't know how much I missed you today	I know, it has made me eternal.
You don't know how much I miss you today	I know, it has made me eternal.
You don't know how much I miss you this week	I know, it has made me eternal.
You don't know how much I miss you this month	I know, it has made me eternal.
You don't know how much I've missed you	I know, it has made me eternal.
You don't know how much I've missed you this time	I know, it has made me eternal.
You don't know how much I miss you this time	I know, it has made me eternal.
You don't know how much I miss you	I know, it has made me eternal.
Say what you think about my way of being	You're great.
Tell me what thoughts you have about me	You're great.
I want you to tell me what you think of me	You're great.
Tell me what you think of my character	You're great.
I want to know your opinion about my way of being	You're great.
Tell me your opinion about me	You're great.
Tell me what you think of me	You're great.
Tell me your opinion about my personality	You're great.
I want to know what you think of me	You're great.
I want to know your opinion about my character	You're great.
What do you think of me?	You're great.
Tell me your opinion of my person	You're great.
Tell me your opinion about my personality	You're great.
Tell me your opinion of my character	You're great.
Tell me your opinion about my way of being	You're great.
Say your opinion of me	You're great.
Tell me your opinion about me	You're great.
Tell me your opinion about my character	You're great.
Tell me your opinion about my character	You're great.
Tell me your opinion about me	You're great.
Say what you think about my character	You're great.
What do you think of my personality?	You're great.
What do you think of my character?	You're great.
What do you think of my way of being?	You're great.
What do you think about me?	You're great.
What do you think about my personality?	You're great.
What do you think about my character?	You're great.
What do you think about the way I am?	You're great.
What is your opinion of my person?	You're great.
Tell me your opinion about my way of being	You're great.
Say what you think about my way of being	You're great.
What do you think of me?	You're great.
Say what you think of me	You're great.
Say what you think of my personality	You're great.
Say what you think of my character	You're great.
Say what you think of me	You're great.
Say what you think about me	You're great.
Tell me what you think about me	You're great.
Say what you think about my character	You're great.
Say what you think about my way of being	You're great.
Say what you think about me	You're great.
Say what you think of me	You're great.
Say what you think of my personality	You're great.
Say what you think of my character	You're great.
Say what you think of my way of being	You're great.
Say what you think of me	You're great.
Tell me what you think about me	You're great.
Say what you think about my personality	You're great.
What is your opinion of my way of being?	You're great.
Say what you think about my personality	You're great.
Tell me what you think about me	You're great.
What is your opinion of my personality?	You're great.
Tell me what opinion you have of me	You're great.
Tell me what you think of me	You're great.
I want you to tell me what you think about me	You're great.
I want you to tell me what you think about me	You're great.
